instance_id,resolution_status,resolved,f2p,p2p,repo
sphinx-doc__sphinx-9711,NO_TASK,FALSE,N/A,N/A,sphinx-doc
sympy__sympy-12096,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-12419,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-12481,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-12489,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13031,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13091,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13372,RESOLVED_FULL,TRUE,1/1,44/44,sympy
sympy__sympy-13480,RESOLVED_FULL,TRUE,1/1,43/43,sympy
sympy__sympy-13551,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13615,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13647,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13757,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13798,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13852,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13877,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13878,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-13974,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-14248,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-14531,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-14711,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-14976,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-15017,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-15345,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-15349,RESOLVED_FULL,TRUE,1/1,3/3,sympy
sympy__sympy-15599,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-15875,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-15976,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-16450,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-16597,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-16766,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-16792,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-16886,RESOLVED_FULL,TRUE,1/1,42/42,sympy
sympy__sympy-17139,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-17318,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-17630,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-17655,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-18189,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-18199,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-18211,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-18698,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-18763,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-19040,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-19346,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-19495,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-19637,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-19783,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-19954,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-20154,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-20428,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-20438,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-20590,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-20801,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-20916,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-21379,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-21596,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-21612,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-21847,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-22080,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-22456,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-22714,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-22914,RESOLVED_FULL,TRUE,1/1,17/17,sympy
sympy__sympy-23262,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-23413,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-23534,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-23824,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-24443,RESOLVED_FULL,TRUE,1/1,1/1,sympy
sympy__sympy-24539,RESOLVED_FULL,TRUE,1/1,62/62,sympy
sympy__sympy-24562,TASK_FAILED,FALSE,N/A,N/A,sympy
sympy__sympy-24661,TASK_FAILED,FALSE,N/A,N/A,sympy
